text,label,labels,original_index,predicted_label,predicted_numeric,confidence,correct,prob_neutral,prob_positive,prob_negative
"We used the Penn Treebank WSJ corpus (Marcus et al. , 1993) to perform the empirical evaluation of the considered approaches",o,0,657,o,0,0.96863526,True,0.96863526,0.02707188,0.004292816
"Following previous work on using global features of candidate structures to learn a ranking model (Collins, 2002), the global (i.e. , partition-based) features we consider here are simple functions of the local features that capture the relationship between NP pairs",o,0,658,o,0,0.95612013,True,0.95612013,0.04025197,0.0036279394
"61 Distributional cluster (Brown et al. , 1992): tie, jacket, suit Word 'tie' (7 alternatives) 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 draw, standoff, tie, stalemate affiliation, association, tie, tie-up: a social or business relationship tie, crosstie, sleeper: subconcept of brace, bracing necktie, tie link, linkup, tie, tie-in: something that serves to join or link drawstring, string, tie: cord used as a fastener tie, tie beam: used to prevent two rafters, e.g., from spreading apart Word 'jacket' (4 alternatives) 0.0000 book jacket, dust cover: subeoncept of promotional material 0.0000 jacket crown, jacket: artificial crown fitted over a broken or decayed tooth 0.0000 jacket: subconceptofwrapping, wrap, wrapper 1.0000 jacket: a short coat Word 'suit' (4 alternatives) 0.0000 suit, suing: subconcept of entreaty, prayer, appeal 1.0000 suit, suit of clothes: subconcept of garment 0.0000 suit: any of four sets of13"""" cards in a paek 0.0000 legal action, action, case, lawsuit, suit: a judicial proceeding This cluster was derived by Brown et al. using a modification of their algorithm, designed to uncover """"semantically sticky"""" clusters",o,0,659,o,0,0.96787393,True,0.96787393,0.023393204,0.00873287
"A boundary-based model of co-occurrence assumes that both halves of the bitext have been segmented into s segments, so that segment Ui in one half of the bitext and segment Vi in the other half are mutual translations, 1 < i < s. Under the boundary-based model of co-occurrence, there are several ways to compute co-occurrence counts cooc(u, v) between word types u and v. In the models of Brown, Della Pietra, Della Pietra, and Mercer (1993), reviewed in Section 4.3, s COOC(R, V) = ~ ei(u) .j~(V), (12) i=1 where ei and j5 are the unigram frequencies of u and v, respectively, in each aligned text segment i. For most translation models, this method produces suboptimal results, however, when ei(u) > 1 and )~(v) > 1",o,0,660,o,0,0.543797,True,0.543797,0.2697912,0.18641183
"We can then use this newly identified set to: (1) use Turneys method to find the orientation for the terms and employ the terms and their scores in a classifier, and (2) use Turneys method to find the orientation for the terms and add the new terms as additional seed terms for a second iteration As opposed to Turney (2002), we do not use the web as a resource to find associations, rather we apply the method directly to in-domain data",o,0,661,o,0,0.8929287,True,0.8929287,0.044804975,0.062266327
"Such techniques include Gibbs sampling (Finkel et al. , 2005), a general-purpose Monte Carlo method, and integer linear programming (ILP), (Roth and Yih, 2005), a general-purpose exact framework for NP-complete problems",o,0,662,o,0,0.9525656,True,0.9525656,0.044945385,0.0024890308
"Some researchers then tried to automatically extract paraphrase rules (Lin and Pantel, 2001; Barzilay and Lee, 2003; Zhao et al., 2008b), which facilitates the rule-based PG methods",o,0,663,o,0,0.94376916,True,0.94376916,0.05097955,0.005251298
"A phrase-based translation model is one of the modern approaches which exploits a phrase, a contiguous sequence of words, as a unit of translation (Koehn et al. , 2003; Zens and Ney, 2003; Tillman, 2004)",o,0,664,p,1,0.60270405,False,0.39142177,0.60270405,0.0058741826
"This can be seen as a simplified version of (Rosti et al., 2007b)",o,0,665,o,0,0.9620921,True,0.9620921,0.032888845,0.005019101
"A similar view underlies the class-based methods cited in Section 2.4.3 (Brown et al. 1992; Pereira and Tishby 1992; Pereira, Tishby, and Lee 1993)",o,0,666,o,0,0.9274179,True,0.9274179,0.06288472,0.009697396
"Good partof-speech results can be obtained using only the preceding category (Weischedel et al. , 1993), which is what we will be using",o,0,667,p,1,0.668364,False,0.3031736,0.668364,0.02846237
"7 Automated Sense Labelling of Discourse Connectives The focus here is on automated sense labelling of discourse connectives (Elwell and Baldridge, 2008; Marcu and Echihabi, 2002; Pitler et al., 2009; Wellner and Pustejovsky, 2007; Wellner, 679 Total Density of Intra-Sentential Intra-Sentential Total Intra-Sentential Intra-Sentential Subordinating Coordinating Discourse Genre Sentences Connectives Connectives/Sentence Conjunctions Conjunctions Adverbials ESSAYS 4774 1397 0.293 808 (57.8%) 438 (31.4%) 151 (10.8%) SUMMARIES 2118 275 0.130 166 (60.4%) 99 (36.0%) 10 (3.6%) LETTERS 739 200 0.271 126 (63.0%) 56 (28.0%) 18 (9.0%) NEWS 40095 9336 0.233 5514 (59.1%) 3015 (32.3%) 807 (8.6%) Figure 4: Distribution of Explicit Intra-Sentential Connectives",o,0,668,o,0,0.9590375,True,0.9590375,0.027959973,0.013002595
"The baseline score using all phrase pairs was 59.11 (BLEU, Papineni et al. , 2002) with a 95% confidence interval of [57.13, 61.09]",o,0,669,o,0,0.96436,True,0.96436,0.026295923,0.0093441075
"1 Introduction Current methods for large-scale information extraction take advantage of unstructured text available from either Web documents (Banko et al., 2007; Snow et al., 2006) or, more recently, logs of Web search queries (Pasca, 2007) to acquire useful knowledge with minimal supervision",o,0,670,o,0,0.7465879,True,0.7465879,0.2478873,0.00552489
"Furthermore, training corpora for information extraction are typically annotated with domain-specific tags, in contrast to general-purpose annotations such as part-of-speech tags or noun-phrase bracketing (e.g. , the Brown Corpus \[Francis and Kucera, 1982\] and the Penn Treebank \[Marcus et al. , 1993\])",o,0,671,o,0,0.9694929,True,0.9694929,0.023587307,0.006919824
"To make sense tagging more precise, it is advisable to place constraint on the translation counterpart c of w. SWAT considers only those translations c that has been linked with w based the Competitive Linking Algorithm (Melamed 1997) and logarithmic likelihood ratio (Dunning 1993)",o,0,672,o,0,0.8922091,True,0.8922091,0.091983184,0.015807705
"In this work we use the averaged perceptron algorithm (Collins, 2002) since it is an online algorithm much simpler and orders of magnitude faster than Boosting and MaxEnt methods",p,1,673,n,2,0.8287963,False,0.11627105,0.054932613,0.8287963
"Our baseline method for ambiguity resolution is the Collins parser as implemented by Bikel (Collins, 1997; Bikel, 2004)",o,0,674,o,0,0.955829,True,0.955829,0.04039228,0.0037786847
"Models of that form include hidden Markov models (Rabiner, 1989; Bikel et al. , 1999) as well as discriminative tagging models based on maximum entropy classification (Ratnaparkhi, 1996; McCallum et al. , 2000), conditional random fields (Lafferty et al. , 2001; Sha and Pereira, 2003), and large-margin techniques (Kudo and Matsumoto, 2001; Taskar et al. , 2003)",o,0,675,o,0,0.96749276,True,0.96749276,0.029267509,0.0032397273
"Note that the translation direction is inverted from what would be normally expected; correspondingly the models built around this equation are often called invertedtranslationmodels (Brown et al. 1990, 1993)",o,0,676,o,0,0.95903826,True,0.95903826,0.026888864,0.014072904
"As a follow-up to the work described in this paper we developed a method that utilizes the unlabeled NPs in the corpus using a structured rule learner (Stoyanov and Cardie, 2006)",o,0,677,o,0,0.93006253,True,0.93006253,0.06531659,0.004620784
"Synchronous binarization (Zhang et al. , 2006) solves this problem by simultaneously binarizing both source and target-sides of a synchronous rule, making sure of contiguous spans on both sides whenever possible",p,1,678,o,0,0.7965973,False,0.7965973,0.19407406,0.009328589
"2 Bidirectional Dependency Networks When building probabilistic models for tag sequences, we often decompose the global probability of sequences using a directed graphical model (e.g. , an HMM (Brants, 2000) or a conditional Markov model (CMM) (Ratnaparkhi, 1996))",o,0,679,o,0,0.96606743,True,0.96606743,0.03139341,0.0025391448
"(2007) presented a history-based generation model to overcome some of the inappropriate independence assumptions in the basic generation model of (Cahill and van Genabith, 2006)",n,2,680,o,0,0.7152748,False,0.7152748,0.13988642,0.14483872
"Though several algorithms (Brown et al. , 1992; Pereira, Tishby, and Lee, 1993) have been proposed 100( 9o( 80( 4O( 20( 1000 goo 80~ 41111 2@ 5 10 15 20 25 30 5 10 15 20 25 30 iteration of EM iteration of EM (a) (b) Figure 1: Plots of (a) training and (b) test perplexity versus number of iterations of the EM algorithm, for the aggregate Markov model with C = 32 classes",o,0,681,o,0,0.9527772,True,0.9527772,0.039658446,0.0075643286
"Here, we use the hidden Markov model (HMM) alignment model (Vogel, Ney, and Tillmann 1996) and Model 4 of Brown et al",o,0,682,o,0,0.9687783,True,0.9687783,0.025956107,0.0052655837
"1.2.2 SPECIFIC SYNTACTIC AND SEMANTIC ASSUMPTIONS The basic scheme, or some not too distant relative, is the one used in many large-scale implemented systems; as examples, we can quote TEAM (Grosz et al. 1987), PUNDIT (Dahl et al. 1987), TACITUS (Hobbs et al. 1988), MODL (McCord 1987), CLE (Alshawi et al. 1989), and SNACK-85 (Rayner and Banks 1986)",o,0,683,o,0,0.7429917,True,0.7429917,0.25205067,0.0049575875
"We have implemented a parallel version of our GIS code using the MPICH library (Gropp et al. , 1996), an open-source implementation of the Message Passing Interface (MPI) standard",o,0,684,o,0,0.9567668,True,0.9567668,0.039985258,0.0032479137
"(McDonald and Satta, 2007; Smith and Smith, 2007)",o,0,685,o,0,0.9700824,True,0.9700824,0.021695133,0.008222491
"The model scaling factors M1 are optimized with respect to the BLEU score as described in (Och, 2003)",o,0,686,o,0,0.96348256,True,0.96348256,0.029806435,0.006711064
"One promising approach extends standard Statistical Machine Translation (SMT) techniques (e.g. , Brown et al. , 1993; Och & Ney, 2000, 2003) to the problems of monolingual paraphrase identification and generation",o,0,687,p,1,0.8146793,False,0.17869933,0.8146793,0.0066213184
"We used MXPOST (Ratnaparkhi, 1996), and in order to discover more general patterns, we map the tag set down after tagging, e.g. NN, NNP, NNPS and NNS all map to NN",o,0,688,o,0,0.9550764,True,0.9550764,0.040888604,0.0040349523
"This formula follows the convention of (Brown et al. , 1993) in letting so designate the null state",o,0,689,o,0,0.94947565,True,0.94947565,0.039285336,0.0112389615
"1 Introduction The Maximum Entropy (ME) statistical framework (Darroch and Ratcliff, 1972; Berger et al. , 1996) has been successfully deployed in several NLP tasks",p,1,690,p,1,0.8852547,True,0.11074853,0.8852547,0.003996763
"The acquisition of clues is a key technology in these research efforts, as seen in learning methods for document-level SA (Hatzivassiloglou and McKeown, 1997; Turney, 2002) and for phraselevel SA (Wilson et al., 2005; Kanayama and Nasukawa, 2006)",o,0,691,o,0,0.58425033,True,0.58425033,0.40986893,0.0058808234
"5.2 Results We use a Maximum Entropy (ME) classi er (Manning and Klein, 2003) which allows an e cient combination of many overlapping features",p,1,692,o,0,0.8079301,False,0.8079301,0.18545195,0.006617966
"3 Surface Realisation from f-Structures Cahill and van Genabith (2006) present a probabilistic surface generation model for LFG (Kaplan, 1995)",o,0,693,o,0,0.96758825,True,0.96758825,0.027697435,0.004714241
"7.2 Minimum-Risk Training Adjusting  or  changes the distribution p. Minimum error rate training (MERT) (Och, 2003) tries to tune  to minimize the BLEU loss of a decoder that chooses the most probable output according to p",o,0,694,o,0,0.93784827,True,0.93784827,0.0450247,0.01712704
"Also, PMI-IR is useful for calculating semantic orientation and rating reviews (Turney, 2002)",o,0,695,o,0,0.5922215,True,0.5922215,0.3975987,0.010179788
2 This problem is also a central concern in the work by Bean and Riloff (1999,o,0,696,o,0,0.6669576,True,0.6669576,0.29122996,0.041812494
"While we have observed reasonable results with both G 2 and Fisher's exact test, we have not yet discussed how these results compare to the results that can be obtained with a technique commonly used in corpus linguistics based on the mutual information (MI) measure (Church and Hanks 1990): I(x,y) --log 2 P(x,y) (4) P(x)P(y) In (4), y is the seed term and x a potential target word",o,0,697,o,0,0.6277288,True,0.6277288,0.3493837,0.02288736
"1 Introduction Phrase-based method (Koehn et al., 2003; Och and Ney, 2004; Koehn et al., 2007) and syntaxbased method (Wu, 1997; Yamada and Knight, 2001; Eisner, 2003; Chiang, 2005; Cowan et al., 2006; Marcu et al., 2006; Liu et al., 2007; Zhang et al., 2007c, 2008a, 2008b; Shen et al., 2008; Mi and Huang, 2008) represent the state-of-the-art technologies in statistical machine translation (SMT)",p,1,698,p,1,0.85858464,True,0.12687165,0.85858464,0.0145437345
"As the most concise definition we take the first sentence of each article, following (Kazama and Torisawa, 2007)",o,0,699,o,0,0.70076424,True,0.70076424,0.2744232,0.02481259
"Co-occurrence information between neighboring words and words in the same sentence has been used in phrase extraction (Smadja, 1993; Fung and Wu, 1994), phrasal translation (Smadja et al. , 1996; Kupiec, 1993; Wu, 1995; Dagan and Church, 1994), target word selection (Liu and Li, 1997; Tanaka and Iwasaki, 1996), domain word translation (Fung and Lo, 1998; Fung, 1998), sense disambiguation (Brown et al. , 1991; Dagan et al. , 1991; Dagan and Itai, 1994; Gale et al. , 1992a; Gale et al. , 1992b; Gale et al. , 1992c; Shiitze, 1992; Gale et al. , 1993; Yarowsky, 1995), and even recently for query translation in cross-language IR as well (Ballesteros and Croft, 1998)",o,0,700,o,0,0.96589494,True,0.96589494,0.029778197,0.004326903
"Starting with bilingualphrasepairsextractedfromautomatically aligned parallel text (Och and Ney, 2004; Koehn et al., 2003), these PSCFG approaches augment each contiguous (in source and target words) phrase pair with a left-hand-side symbol (like the VP in the example above), and perform a generalization procedure to form rules that include nonterminal symbols",o,0,701,o,0,0.9686186,True,0.9686186,0.027618833,0.0037625227
"(Cutting et al. , 1992) and (Feldweg, 1995))",o,0,702,o,0,0.9627528,True,0.9627528,0.030842042,0.006405144
ata set (Sang & Buchholz 2000; Ramshow & Marcus 1995,o,0,703,o,0,0.9715219,True,0.9715219,0.02037111,0.008107025
"The recent work of (Haghighi and Klein, 2006) and (Quirk et al., 2005) were also sources of inspiration",o,0,704,o,0,0.5421061,True,0.5421061,0.4476696,0.010224211
"An alternative would be using a vector space model for classi cation where calltypes and utterances are represented as vectors including word a2 -grams (Chu-Carroll and Carpenter, 1999)",o,0,705,o,0,0.9578534,True,0.9578534,0.03997207,0.0021745116
"Others try to accommodate both syntactic and lexical differences between the candidate translation and the reference, like CDER (Leusch et al. , 2006), which employs a version of edit distance for word substitution and reordering; METEOR (Banerjee and Lavie, 2005), which uses stemming and WordNet synonymy; and a linear regression model developed by (Russo-Lassner et al. , 2005), which makes use of stemming, WordNet synonymy, verb class synonymy, matching noun phrase heads, and proper name matching",o,0,706,o,0,0.96459943,True,0.96459943,0.031519566,0.0038809807
"For a given choice of q and f, the IIS algorithm (Berger et al. , 1996) can be used to find maximum likelihood values for the parameters ~",o,0,707,o,0,0.95376277,True,0.95376277,0.042301152,0.003936061
"Minimum Error Rate Training (MERT) (Och, 2003) under BLEU criterion is used to estimate 20 feature function weights over the larger development set (dev1)",o,0,708,o,0,0.9364262,True,0.9364262,0.048378624,0.015195161
"Full discriminative parser training faces signi cant algorithmic challenges in the relationship between parsing alternatives and feature values (Geman and Johnson, 2002) and in computing feature expectations",o,0,709,o,0,0.9041435,True,0.9041435,0.089282244,0.0065742466
"TheChinesesentencefromtheselected pair is used as the single reference to tune and evaluate the MT system with word-based BLEU-4 (Papineni et al., 2002)",o,0,710,o,0,0.9661873,True,0.9661873,0.029871872,0.0039408817
"Section 4 compares our results to Itindle's ones (Hindle, 1990)",o,0,711,o,0,0.95045096,True,0.95045096,0.03878222,0.010766805
"The first one is a hypotheses testing approach (Gale and Church, 1991; Melamed, 2001; Tufi 2002) while the second one is closer to a model estimating approach (Brown et al. , 1993; Och and Ney, 2000)",o,0,712,o,0,0.9293659,True,0.9293659,0.05104191,0.019592121
"3.2 Learning Algorithm For learning coreference decisions, we used a Maximum Entropy (Berger et al. , 1996) model",o,0,713,o,0,0.9497917,True,0.9497917,0.042913947,0.0072943647
"Uses for k-best lists include minimum Bayes risk decoding (Goodman, 1998; Kumar and Byrne, 2004), discriminative reranking (Collins, 2000; Charniak and Johnson, 2005), and discriminative training (Och, 2003; McClosky et al., 2006)",o,0,714,o,0,0.9548379,True,0.9548379,0.035792135,0.009370048
" Most existing work to capture labelconsistency, has attempted to create all parenleftbign2parenrightbig pairwise dependencies between the different occurrences of an entity, (Finkel et al. , 2005; Sutton and McCallum, 2004), where n is the number of occurrences of the given entity",o,0,715,o,0,0.925074,True,0.925074,0.065732054,0.009193949
"Approaches include word substitution systems (Brown et al. , 1993), phrase substitution systems (Koehn et al. , 2003; Och and Ney, 2004), and synchronous context-free grammar systems (Wu and Wong, 1998; Chiang, 2005), all of which train on string pairs and seek to establish connections between source and target strings",o,0,716,o,0,0.9640626,True,0.9640626,0.03294012,0.0029973206
"using the BLEU metric (Papineni et al., 2002)",o,0,717,o,0,0.9764947,True,0.9764947,0.017479349,0.0060259714
"As other researchers pursued efficient default unification (Bouma, 1990; Russell et al. , 1991; Copestake, 1993), we also propose another definition of default unification, which we call lenient default unification",o,0,718,o,0,0.77344286,True,0.77344286,0.21134429,0.015212856
"We just assign these rules a constant score trained using our implementation of Minimum Error Rate Training (Och, 2003b), which is 0.7 in our system",o,0,719,o,0,0.95466715,True,0.95466715,0.03677775,0.008555026
"This paper explores an alternative approach to parsing, based on the perceptron training algorithm introduced in Collins (2002)",o,0,720,o,0,0.92236197,True,0.92236197,0.067520805,0.010117255
"However, one of the major limitations of these advances is the structured syntactic knowledge, which is important to global reordering (Li et al., 2007; Elming, 2008), has not been well exploited",o,0,721,n,2,0.8226077,False,0.10384499,0.07354729,0.8226077
"Other linear time algorithms for rank reduction are found in the literature (Zhang et al., 2008), but they are restricted to the case of synchronous context-free grammars, a strict subclass of the LCFRS with f = 2",o,0,722,o,0,0.88152677,True,0.88152677,0.10783272,0.0106404545
kanohara and Tsujii (2007) generate ill-formed sentences by sampling a probabilistic language model and end up with pseudo-negative examples which resemble machine translation output more than they do learner text,o,0,723,o,0,0.9432866,True,0.9432866,0.04364671,0.013066783
"The table in Figure 9 shows a comparison of different systems for which tagging accuracies have been reported previously for the 17-tagset case (Goldberg et al., 2008)",o,0,724,o,0,0.922051,True,0.922051,0.067844994,0.010103973
"We are encoding the knowledge as axioms in what is for the most part a first-order logic, described by Hobbs (1985a), although quantification over predicates is sometimes convenient",o,0,725,o,0,0.75924855,True,0.75924855,0.115331165,0.12542024
"This sort of problem can be solved in principle by conditional variants of the Expectation-Maximization algorithm (Baum et al. , 1970; Dempster et al. , 1977; Meng and Rubin, 1993; Jebara and Pentland, 1999)",o,0,726,o,0,0.8621622,True,0.8621622,0.12991305,0.007924746
"Movie and product reviews have been the main focus of many of the recent studies in this area (Pang and Lee 2002, Pang et al. 2004, Turney 2002, Turney and Littman 2002)",o,0,727,o,0,0.8536285,True,0.8536285,0.14106251,0.005309077
"Their weights are calculated by deleted interpolation (Brown et al. , 1992)",o,0,728,o,0,0.9684891,True,0.9684891,0.02396318,0.0075477166
"The data set consisting of 249,994 TFSs was generated by parsing the Figure 3: The size of Dpi; for the size of the data set 800 bracketed sentences in the Wall Street Journal corpus (the first 800 sentences in Wall Street Journal 00) in the Penn Treebank (Marcus et al. , 1993) with the XHPSG grammar (Tateisi et al. , 1998)",o,0,729,o,0,0.96480465,True,0.96480465,0.029894738,0.0053006215
"By contrast, alternative approaches, like Collins (1997), apply an additional transformation to each tree in the tree-bank, splitting each rule into small parts, which finally results in a new grammar covering many more sentences than the explicit one",o,0,730,o,0,0.8872953,True,0.8872953,0.087827325,0.024877382
"Comparing the LFG-based evaluation method with other popular metrics: BLEU, NIST, General Text Matcher (GTM) (Turian et al. , 2003), Translation Error Rate (TER) (Snover et al. , 2006)1, and METEOR (Banerjee and Lavie, 2005), we show that combining dependency representations with paraphrases leads to a more accurate evaluation that correlates better with human judgment",o,0,731,p,1,0.7694269,False,0.19430424,0.7694269,0.036268823
"Once we obtain the augmented phrase table, we should run the minimum-error-rate training (Och, 2003) with the augmented phrase table such that the model parameters are properly adjusted",o,0,732,o,0,0.919003,True,0.919003,0.07322261,0.0077743395
"Our approach is closely related to previous CoTraining methods (Yarowsky, 1995; Blum and Mitchell, 1998; Goldman and Zhou, 2000; Collins and Singer, 1999)",o,0,733,o,0,0.8333569,True,0.8333569,0.14108168,0.025561493
"Such a lexicon can be used, e.g., to classify individual sentences or phrases as subjective or not, and as bearing positive or negative sentiments (Pang et al., 2002; Kim and Hovy, 2004; Wilson et al., 2005a)",o,0,734,o,0,0.96739274,True,0.96739274,0.028907659,0.0036995024
"Introduction Log-linear models have been applied to a number of problems in NLP, for example, POS tagging (Ratnaparkhi 1996; Lafferty, McCallum, and Pereira 2001), named entity recognition (Borthwick 1999), chunking (Koeling 2000), and parsing (Johnson et al. 1999)",o,0,735,o,0,0.89835757,True,0.89835757,0.09735852,0.004283905
"They use a conditional model, based on Collins (1996), which, as the authors acknowledge, has a number of theoretical deficiencies; thus the results of Clark et al. provide a useful baseline for the new models presented here",o,0,736,o,0,0.8362431,True,0.8362431,0.14005765,0.023699235
"Itowever, Harris' methodology implies also to simplify and transform each parse tree 2, so as to obtain so-called """"elementary sentences"""" exhibiting the main conceptual classes for the domain (Sager lIa'or instance, Hindle (Hindle, 1990) needs a six million word corpus in order to extract noun similarities from predicate-argunlent structures",o,0,737,o,0,0.94396985,True,0.94396985,0.046883605,0.009146539
"For example it has been used to measure centrality in hyperlinked web pages networks (Brin and Page, 1998; Kleinberg, 1998), lexical networks (Erkan and Radev, 2004; Mihalcea and Tarau, 2004; Kurland and Lee, 2005; Kurland and Lee, 2006), and semantic networks (Mihalcea et al., 2004)",o,0,738,o,0,0.96251786,True,0.96251786,0.034846377,0.0026357349
"We experimented with two independent, arguably complementary techniques for clustering and aligning  a predicate argument based approach that extracts more general templates containing one predicate and a ROUGE (Lin, 2004) based 265 approach that can extract templates containing multiple verbs",o,0,739,o,0,0.8421911,True,0.8421911,0.14422268,0.01358619
"Our features were based on those in (Finkel et al., 2005)",o,0,740,o,0,0.96998537,True,0.96998537,0.026298001,0.0037166693
"(Macklovitch, 1994; Melamed, 1996b)), concordancing for bilingual lexicography (Catizone et al. , 1993; Gale & Church, 1991), computerassisted language learning, corpus linguistics (Melby",o,0,741,o,0,0.9686186,True,0.9686186,0.024739234,0.0066422387
"For example, smoothing methods have played a central role in probabilistic approaches (Collins, 1997; Wang et al. , 2005), and yet they are not being used in current large margin training algorithms",o,0,742,n,2,0.6841136,False,0.19688909,0.118997276,0.6841136
"Some other researchers also work on detecting negative cases, i.e. contradiction, instead of entailment (de Marneffe et al., 2008)",o,0,743,o,0,0.90995723,True,0.90995723,0.047979347,0.042063434
"The statistical methods are based on distributional analysis (we defined a measure called mutual conditioned plausibility, a derivation of the well known mutual information), and cluster analysis (a COBWEB-like algorithm for word classification is presented in \[Basili et al, 1993,a\])",o,0,744,o,0,0.8770029,True,0.8770029,0.116792284,0.0062048943
"Carletta suggests that content analysis researchers consider K >.8 as good reliability, with.67< /~"""" <.8 allowing tentative conclusions to be drawn (Carletta, 1996)",o,0,745,o,0,0.8448452,True,0.8448452,0.12767716,0.02747763
"a176 Base NP standard data set (baseNP-S) This data set was first introduced by (Ramshaw and Marcus, 1995), and taken as the standard data set for baseNP identification task2",o,0,746,o,0,0.9328962,True,0.9328962,0.06438973,0.0027140721
"3.1 A simple solution Wu (1997) suggests that in order to have an ITG take advantage of a known partial structure, one can simply stop the parser from using any spans that would violate the structure",o,0,747,o,0,0.9074119,True,0.9074119,0.08250768,0.010080435
"These categories were automatically generated using the labeled parses in Penn Treebank (Marcus et al., 1993) and the labeled semantic roles of PropBank (Kingsbury et al., 2002)",o,0,748,o,0,0.9730434,True,0.9730434,0.022606142,0.00435042
"Under the maximum entropy framework (Berger et al. , 1996), evidence from different features can be combined with no assumptions of feature independence",o,0,749,o,0,0.888572,True,0.888572,0.06882109,0.042606976
"Then, by using evaluations similar to those described in (Baroni et al., 2008) and by Rapp (2002), we show that the best distance-based measures correlate better overall with human association scores than do the best window based configurations (see Section 4), and that they also serve as better predictors of the strongest human associations (see Section 5)",o,0,750,o,0,0.44978225,True,0.44978225,0.29874307,0.25147477
"Therefore, (Och and Ney, 2002; Och, 2003) defined the translation candidate with the minimum word-error rate as pseudo reference translation",o,0,751,o,0,0.96389186,True,0.96389186,0.030574718,0.005533513
"Probability Based Commensurability Charniak and Goldman (1988) started out with a model very similar to Hobbs et al. , but became concerned with 227 the lack of theoretical grounding for Ihe number, in rules, much as we we.re",o,0,752,o,0,0.82512486,True,0.82512486,0.0968418,0.07803334
"1 Introduction In the first SMT systems (Brown et al. , 1993), word alignment was introduced as a hidden variable of the translation model",o,0,753,o,0,0.9374745,True,0.9374745,0.057634827,0.0048906743
"The parser implementation in (Bikel, 2002) was used in this experiment and it was run in a mode which emulated the Collins (1997) parser",o,0,754,o,0,0.9466877,True,0.9466877,0.048315357,0.0049969545
"Our approach differs from the corpus-based surface generation approaches of (Langkilde and Knight, 1998) and (Berger et al. , 1996)",o,0,755,o,0,0.9217235,True,0.9217235,0.039463114,0.03881337
"Modulo more minor differences, these notions are close to the ideas of interpretation as abduction (Hobbs et al \[1988\]) and generation as abduction (ltobbs et al \[1990:26-28\]), where we take abduction, in the former case for instance, to be a process returning a temporal-causal structure which can explain the utterance in context",o,0,756,o,0,0.93114716,True,0.93114716,0.06372217,0.005130717
"Wu (1997) proposes Inversion Transduction Grammars, treating translation as a process of parallel parsing of the source and target language via a synchronized grammar",o,0,757,o,0,0.9671833,True,0.9671833,0.03033836,0.0024783453
"4.1 Methods and Parameters DL: On Senseval-2 data, we observed that DL improved significantly its performance with a smoothing technique based on (Yarowsky, 1995a)",p,1,758,o,0,0.634857,False,0.634857,0.32314682,0.041996215
"A tree sequence to string rule  174 A tree-sequence to string translation rule in a forest is a triple <L, R, A>, where L is the tree sequence in source language, R is the string containing words and variables in target language, and A is the alignment between the leaf nodes of L and R. This definition is similar to that of (Liu et al. 2007, Zhang et al. 2008a) except our treesequence is defined in forest",o,0,759,o,0,0.94675255,True,0.94675255,0.03739707,0.01585039
"glish (previously used for self-training of parsers (McClosky et al., 2006))",o,0,760,o,0,0.9082222,True,0.9082222,0.052376695,0.039401103
"2.1 Conditional Maximum Entropy Model The goal of CME is to find the most uniform conditional distribution of y given observation x, ( )xyp, subject to constraints specified by a set of features ()yxf i,, where features typically take the value of either 0 or 1 (Berger et al. , 1996)",o,0,761,o,0,0.9228185,True,0.9228185,0.07208688,0.005094766
"Verbs and possible senses in our corpus Both corpora were lemmatized and part-of-speech (POS) tagged using Minipar (Lin, 1993) and Mxpost (Ratnaparkhi, 1996), respectivelly",o,0,762,o,0,0.963589,True,0.963589,0.032942533,0.0034684637
"However, in (Quirk and Menezes, 2006), the authors investigate minimum translation units (MTU) which is a refinement over a similar approach by (Banchs et al. , 2005) to eliminate the overlap issue",p,1,763,o,0,0.78028816,False,0.78028816,0.105781145,0.11393078
"The most similar work to ours is (Daume III and Marcu, 2005), in which two most common synsets from WordNet for all words in an NP and their hypernyms are extracted as features",o,0,764,o,0,0.6499828,True,0.6499828,0.33918825,0.010828909
"These heuristics define a phrase pair to consist of a source and target ngrams of a word-aligned source-target sentence pair such that if one end of an alignment is in the one ngram, the other end is in the other ngram (and there is at least one such alignment) (Och and Ney, 2004; Koehn et al., 2003)",o,0,765,o,0,0.9656613,True,0.9656613,0.024917904,0.009420897
